name,win,loss,nc,draw,Height,Weight,Reach,STANCE,DOB,SLpM,Str.Acc.,SApM,Str.Def,TDAvg.,TDAcc.,TDDef.,Sub.Avg.
Edwin DeWees,0,4,0,0,"6'1""",185lbs.,--,Orthodox,"Aug07,1982",1.53,33%,6.19,39%,2.18,66%,0%,3.3
Jeremy Jackson,0,3,0,0,"5'10""",170lbs.,--,Orthodox,"Sep19,1982",0.71,27%,2.03,25%,1.52,40%,58%,0.0
Gideon Ray,0,3,0,0,"5'10""",185lbs.,--,Southpaw,"May27,1973",2.08,40%,2.58,53%,1.49,100%,0%,0.0
Justin James,0,1,0,0,"5'10""",155lbs.,--,Orthodox,"Nov08,1976",1.34,36%,2.68,50%,0.00,0%,50%,1.6
Ken Shamrock,8,9,0,2,"6'1""",205lbs.,"72""",Orthodox,"Feb11,1964",1.47,46%,4.30,39%,0.94,60%,44%,2.5
Crafton Wallace,1,2,0,0,"6'0""",185lbs.,--,Orthodox,"Nov10,1975",1.55,44%,2.36,47%,0.00,0%,42%,0.0
Mario Neto,0,1,0,0,"6'0""",229lbs.,--,Orthodox,--,1.89,50%,1.89,70%,2.84,100%,0%,0.0
Danny Abbadi,0,2,0,0,"5'11""",155lbs.,--,Orthodox,"Jul03,1983",3.29,38%,4.41,57%,0.00,0%,77%,0.0
Rob MacDonald,1,2,0,0,"6'3""",205lbs.,"78""",Orthodox,"Sep05,1978",1.80,50%,2.04,46%,7.19,80%,80%,5.4
Wes Combs,0,2,0,0,"6'2""",205lbs.,--,Orthodox,"Jun18,1973",2.14,48%,4.73,45%,0.00,0%,0%,0.0
Cory Walmsley,0,1,0,0,"6'0""",205lbs.,--,Orthodox,--,0.79,100%,1.18,50%,0.00,0%,0%,0.0
Yuki Sasaki,0,2,0,0,"6'2""",185lbs.,--,Orthodox,"Sep12,1976",1.09,43%,1.20,57%,0.43,100%,66%,0.0
Jason Von Flue,2,4,0,0,"6'0""",170lbs.,--,Orthodox,"Aug01,1975",1.89,36%,3.23,52%,0.62,16%,58%,1.5
Kristof Midoux,0,2,0,0,"6'1""",220lbs.,--,Orthodox,"Jul30,1974",0.70,43%,2.89,49%,0.00,0%,0%,0.0
Sammy Morgan,0,5,0,0,"5'10""",170lbs.,--,Orthodox,"Sep28,1981",1.05,22%,3.74,40%,1.43,20%,0%,0.5
Dan Christison,1,1,0,0,"6'8""",265lbs.,--,Orthodox,"Apr26,1972",4.23,51%,3.88,54%,0.00,0%,37%,1.1
Joe Jordan,0,1,0,0,"5'6""",155lbs.,--,Orthodox,"Jul27,1978",1.85,25%,4.27,59%,0.00,0%,66%,0.0
Gilbert Aldana,0,2,0,0,"6'1""",250lbs.,--,Orthodox,"Aug25,1977",2.91,54%,6.26,26%,2.57,40%,33%,0.0
Branden Lee Hinkle,1,2,0,0,"6'3""",235lbs.,--,Orthodox,"Jul29,1973",2.61,69%,3.91,26%,4.34,57%,66%,4.3
Kristian Rothaermel,0,1,0,0,"6'0""",205lbs.,--,OpenStance,"Jan31,1972",0.75,50%,2.49,41%,0.00,0%,0%,0.0
Justin Levens,1,3,0,0,"5'11""",185lbs.,--,Orthodox,"Apr18,1980",1.24,47%,3.15,37%,1.69,50%,33%,5.1
Solomon Hutcherson,0,1,0,0,"5'11""",185lbs.,--,Southpaw,"Aug31,1972",2.59,39%,2.59,64%,3.53,100%,0%,0.0
Royce Gracie,13,2,0,2,"6'1""",175lbs.,--,Southpaw,"Dec12,1966",0.88,41%,1.13,37%,0.00,0%,66%,0.8
Fabiano Scherner,0,2,0,0,"6'3""",257lbs.,--,Orthodox,"Jun30,1972",1.31,31%,3.20,38%,1.09,33%,40%,0.0
Rick Davis,0,1,0,0,"5'9""",155lbs.,--,Orthodox,--,3.09,50%,6.19,64%,0.00,0%,0%,0.0
Nick Thompson,1,3,0,0,"6'1""",170lbs.,"74""",Orthodox,"Jun23,1981",1.87,42%,1.80,49%,1.06,100%,35%,2.6
David Terrell,2,1,0,0,"6'1""",185lbs.,--,Southpaw,"Jan09,1978",2.34,63%,2.71,37%,5.54,50%,0%,5.5
Derrick Noble,0,1,0,0,"5'9""",170lbs.,--,Southpaw,"Aug14,1978",6.21,40%,3.79,59%,0.00,0%,0%,0.0
Ansar Chalangov,0,2,0,0,"5'9""",170lbs.,--,Orthodox,"Oct30,1979",0.68,66%,1.69,54%,0.00,0%,0%,7.6
Trevor Prangley,5,6,0,1,"6'1""",185lbs.,"75""",Orthodox,"Aug24,1972",2.59,60%,2.02,48%,3.38,55%,74%,1.0
Steve Vigneault,0,2,0,0,"5'10""",185lbs.,--,Orthodox,"Feb14,1978",2.19,28%,5.75,44%,0.00,0%,100%,0.0
Tom Murphy,1,0,0,0,"6'2""",227lbs.,--,Southpaw,"Nov19,1974",2.50,71%,0.17,84%,7.51,85%,0%,2.5
Icho Larenas,0,1,0,0,"6'3""",235lbs.,--,Orthodox,"Mar12,1980",0.17,15%,2.50,28%,0.00,0%,14%,0.0
Justin Eilers,2,4,0,0,"6'1""",235lbs.,--,Orthodox,"Jun28,1978",2.86,43%,5.66,49%,0.82,25%,50%,0.0
Mike van Arsdale,3,2,0,0,"6'2""",205lbs.,--,Switch,"Jun20,1965",1.52,41%,1.91,41%,1.06,14%,37%,0.0
Mike Whitehead,1,4,0,0,"6'1""",205lbs.,--,Orthodox,"Jun29,1981",1.62,33%,2.36,59%,3.59,43%,77%,0.3
Alex Karalexis,5,5,0,0,"5'8""",155lbs.,"66""",Orthodox,"Sep20,1977",2.57,42%,2.39,54%,2.70,45%,86%,0.9
Kevin Jordan,0,3,0,0,"6'3""",245lbs.,--,Orthodox,"Dec31,1970",2.00,40%,1.91,55%,0.00,0%,77%,0.6
Jeff Newton,0,1,0,0,"6'2""",205lbs.,--,Sideways,"Dec11,1966",0.28,20%,1.41,52%,0.00,0%,0%,8.5
Kit Cope,0,3,0,0,"6'0""",170lbs.,--,Orthodox,"Mar17,1977",1.18,52%,2.12,35%,0.00,0%,50%,3.5
Kerry Schall,0,1,0,0,"6'2""",265lbs.,--,Orthodox,"Aug09,1971",0.94,11%,4.84,63%,0.00,0%,0%,0.0
Sean Gannon,0,1,0,0,"6'3""",265lbs.,--,Southpaw,--,0.00,0%,6.38,28%,0.00,0%,50%,0.0
Keigo Kunihara,0,1,0,0,"6'0""",235lbs.,--,Orthodox,--,0.17,10%,1.99,57%,4.97,40%,100%,2.5
Ron Faircloth,0,0,1,0,"5'9""",205lbs.,--,Orthodox,"Aug16,1979",0.39,40%,8.90,42%,0.00,0%,0%,0.0
Tra Telligman,2,5,0,0,"6'2""",233lbs.,--,Orthodox,"Feb07,1965",1.83,35%,3.02,56%,0.87,100%,80%,0.0
Brian Gassaway,0,2,0,0,"6'1""",170lbs.,--,Orthodox,"Aug07,1972",0.34,26%,3.65,44%,0.00,0%,42%,0.0
Matt Lindland,11,8,0,0,"6'0""",185lbs.,"74""",Southpaw,"May17,1970",2.62,50%,1.56,52%,3.01,48%,60%,1.3
Bill Mahood,0,3,0,0,"6'3""",200lbs.,--,Orthodox,"Feb01,1967",1.54,85%,3.59,17%,0.00,0%,0%,3.9
Koji Oishi,0,2,0,0,"5'8""",170lbs.,--,Orthodox,"May31,1977",1.43,9%,17.86,43%,0.00,0%,0%,0.0
Travis Wiuff,0,4,0,0,"6'3""",205lbs.,--,Orthodox,"Mar15,1978",0.48,30%,4.03,41%,4.84,57%,44%,1.2
John Marsh,0,2,0,0,"6'0""",265lbs.,--,Orthodox,"Sep15,1970",0.83,42%,2.23,40%,0.43,100%,54%,0.4
Bobby Southworth,3,4,1,0,"6'2""",205lbs.,--,Orthodox,"Dec16,1969",0.99,39%,1.38,65%,3.98,78%,64%,1.3
Jason Thacker,0,1,0,0,"5'10""",185lbs.,--,Orthodox,"Aug18,1975",0.63,33%,17.05,32%,0.00,0%,0%,0.0
Chris Sanford,0,1,0,0,"5'11""",185lbs.,--,Orthodox,"Mar12,1968",0.23,50%,3.22,17%,0.00,0%,0%,3.5
Lodune Sincaid,0,3,0,0,"5'9""",185lbs.,--,Orthodox,"May07,1973",2.72,42%,6.17,57%,0.00,0%,75%,0.0
Alex Schoenauer,0,2,0,0,"6'3""",185lbs.,--,Orthodox,"May05,1976",1.22,40%,2.27,42%,0.00,0%,22%,4.9
Josh Rafferty,0,1,0,0,"6'0""",170lbs.,--,Orthodox,"Jan06,1981",0.60,33%,3.60,50%,0.00,0%,0%,9.0
Mike Kyle,5,6,1,1,"6'4""",205lbs.,"77""",Orthodox,"Mar31,1980",3.93,51%,3.35,49%,1.33,62%,50%,0.8
Renato Verissimo,1,3,0,0,"6'1""",170lbs.,--,Orthodox,"Aug03,1973",0.92,48%,1.87,47%,1.46,30%,50%,2.5
Tony Fryklund,2,5,0,0,"6'0""",185lbs.,--,Orthodox,"Mar26,1971",3.49,39%,6.50,43%,0.00,0%,66%,0.5
Vernon White,0,5,0,1,"6'0""",205lbs.,--,Southpaw,"Dec03,1971",2.11,38%,2.20,54%,0.88,28%,44%,0.0
Ronald Jhun,0,3,0,0,"5'11""",170lbs.,--,Orthodox,"Sep21,1970",1.45,57%,3.01,50%,1.81,100%,100%,0.0
Kimo Leopoldo,3,5,0,1,"6'3""",235lbs.,--,Orthodox,"Jan05,1968",0.76,83%,2.12,30%,4.55,100%,0%,2.3
Curtis Stout,0,4,0,0,"6'1""",185lbs.,--,Southpaw,"Nov07,1973",0.69,67%,3.20,29%,0.00,0%,20%,0.0
Tiki Ghosn,3,7,0,0,"5'10""",170lbs.,--,Orthodox,"Feb09,1977",2.78,46%,2.94,58%,0.41,50%,61%,0.0
Wesley Correira,2,3,0,0,"6'3""",260lbs.,--,Orthodox,"Nov11,1978",2.60,36%,8.80,40%,0.00,0%,90%,0.0
Wes Sims,0,4,0,0,"6'10""",260lbs.,--,Orthodox,"Aug04,1979",0.98,51%,2.95,37%,0.00,0%,40%,2.3
Jonathan Wiezorek,1,1,0,0,"6'3""",250lbs.,--,Southpaw,"Feb10,1978",1.27,58%,5.47,31%,1.91,20%,0%,0.0
Wade Shipp,0,1,0,0,"6'3""",245lbs.,--,Orthodox,"Feb09,1975",4.29,86%,2.14,0%,0.00,0%,75%,0.0
Genki Sudo,2,1,0,0,"5'9""",155lbs.,--,Orthodox,"Mar08,1978",1.55,39%,2.23,33%,3.58,60%,50%,4.2
Carlos Newton,8,8,0,0,"5'9""",170lbs.,--,Orthodox,"Aug17,1976",0.65,41%,1.55,44%,2.47,70%,43%,0.9
Lee Murray,1,1,0,0,"6'3""",185lbs.,--,Orthodox,"Sep12,1977",0.36,15%,3.28,32%,0.90,100%,42%,1.8
Falaniko Vitale,2,3,0,0,"5'10""",185lbs.,--,Orthodox,"Jul14,1974",1.88,49%,3.68,47%,0.72,33%,86%,0.0
David Abbott,8,13,0,0,"6'0""",265lbs.,--,Switch,--,1.35,30%,3.55,38%,1.07,33%,66%,0.0
Pedro Rizzo,9,9,0,0,"6'1""",241lbs.,--,Orthodox,"May03,1974",1.93,34%,3.02,50%,0.26,28%,78%,0.0
Ricco Rodriguez,10,6,0,0,"6'4""",265lbs.,--,Orthodox,"Aug19,1977",1.85,51%,1.15,61%,2.30,39%,40%,1.0
Keith Rockel,1,1,0,0,"6'0""",185lbs.,--,Orthodox,--,1.13,73%,0.21,66%,4.63,75%,100%,4.6
Chris Liguori,0,1,0,0,"5'9""",185lbs.,--,Orthodox,--,0.29,33%,1.44,0%,0.00,0%,50%,0.0
Nick Agallar,0,1,0,0,"5'8""",155lbs.,--,Orthodox,"Jan13,1979",0.69,11%,4.56,42%,0.00,0%,0%,0.0
Gan McGee,2,4,0,0,"6'10""",265lbs.,--,Orthodox,"Nov20,1976",2.20,29%,2.31,59%,0.65,25%,83%,0.0
Dave Strasser,1,2,0,0,"5'10""",170lbs.,--,Orthodox,"Jul13,1969",3.04,45%,1.88,59%,0.72,33%,33%,0.0
Gerald Strebendt,0,1,0,0,"5'9""",155lbs.,--,Orthodox,"Mar01,1979",0.00,0%,4.00,38%,0.00,0%,0%,16.4
Ian Freeman,3,2,0,1,"5'11""",225lbs.,--,Orthodox,"Nov10,1966",2.54,48%,3.11,44%,1.44,40%,80%,0.7
Eddie Ruiz,0,1,0,0,"5'7""",155lbs.,--,Orthodox,"Jun10,1967",0.20,25%,1.40,47%,2.00,12%,0%,0.0
Romie Aram,1,1,0,0,"5'10""",170lbs.,--,Orthodox,"Dec02,1977",1.80,35%,2.83,50%,2.50,62%,83%,0.0
Sean Alvarez,0,1,0,0,"6'0""",235lbs.,--,Orthodox,"Jul14,1971",0.89,37%,3.25,47%,0.00,0%,0%,0.0
Richard Crunkilton,3,3,0,0,"5'7""",155lbs.,--,Orthodox,"Nov25,1979",1.72,41%,1.45,58%,4.08,61%,65%,1.3
Mark Weir,1,3,0,0,"6'2""",185lbs.,--,Southpaw,"Sep19,1967",1.54,56%,2.50,38%,0.80,50%,25%,2.4
Alexandre Dantas,0,2,0,0,"6'2""",238lbs.,--,Orthodox,"Mar01,1979",0.21,25%,1.87,60%,0.00,0%,0%,3.1
Gil Castillo,1,2,0,0,"5'9""",170lbs.,--,Southpaw,"Oct21,1965",0.60,45%,2.22,44%,3.33,45%,50%,0.0
Phillip Miller,2,0,0,0,"5'11""",185lbs.,--,Orthodox,"Feb20,1979",1.61,54%,1.93,50%,3.62,25%,100%,0.6
Benji Radach,2,3,1,0,"5'10""",185lbs.,--,Orthodox,"Apr05,1979",2.62,49%,2.31,51%,1.06,41%,71%,0.4
Eugene Jackson,6,5,0,0,"5'8""",185lbs.,--,Orthodox,"Sep23,1966",2.19,33%,3.44,32%,1.91,71%,16%,2.3
Leigh Remedios,0,1,0,0,"5'7""",155lbs.,--,Orthodox,"Jan13,1976",0.75,41%,1.36,68%,0.00,0%,33%,0.0
James Zikic,0,2,0,0,"6'2""",205lbs.,--,Orthodox,"Mar01,1977",1.47,35%,1.60,44%,0.50,25%,74%,0.5
Chris Haseman,0,2,0,0,"5'11""",205lbs.,--,Orthodox,"Jun02,1969",0.93,70%,4.67,28%,0.00,0%,40%,2.0
Nick Serra,0,1,0,0,"5'9""",170lbs.,--,Orthodox,"Mar27,1978",0.00,0%,1.73,43%,1.00,10%,0%,2.0
Zach Light,0,2,0,0,"5'8""",170lbs.,--,Orthodox,"Feb06,1974",0.81,33%,1.90,48%,1.36,100%,0%,0.0
Steve Berger,0,3,1,0,"5'11""",170lbs.,--,Orthodox,"May20,1973",1.00,27%,3.26,36%,0.84,40%,16%,1.7
Rodrigo Ruas,0,1,0,0,"5'10""",185lbs.,--,Orthodox,"Oct06,1977",1.28,35%,7.00,41%,0.00,0%,0%,0.0
Joao Pierini,0,1,0,0,"6'1""",155lbs.,--,Switch,"Dec11,1971",0.76,14%,4.56,33%,0.00,0%,0%,0.0
Murilo Bustamante,7,7,0,0,"6'2""",183lbs.,--,Orthodox,"Jul30,1966",1.33,32%,1.90,60%,2.46,33%,54%,1.2
Tsuyoshi Kohsaka,4,5,0,0,"5'11""",225lbs.,--,Orthodox,"Mar06,1970",1.88,38%,4.41,54%,1.32,20%,33%,0.4
Paul Creighton,0,1,0,0,"5'6""",155lbs.,--,Southpaw,"Jun04,1970",0.72,75%,4.65,30%,5.37,37%,0%,0.0
Amar Suloev,2,4,0,0,"5'9""",183lbs.,--,Orthodox,"Jul01,1976",1.98,37%,2.19,70%,0.27,100%,88%,0.3
Andrei Semenov,1,2,0,0,"6'0""",185lbs.,--,Orthodox,"Jun17,1977",0.78,15%,2.44,60%,1.74,80%,55%,0.4
Hayato Sakurai,15,9,0,0,"5'7""",168lbs.,--,Orthodox,"Aug24,1975",2.45,49%,1.94,59%,1.87,69%,56%,0.3
Pat Miletich,8,2,0,0,"5'10""",170lbs.,--,Orthodox,"Mar09,1968",1.79,45%,1.66,63%,1.96,100%,54%,1.0
Pete Williams,3,5,0,0,"6'3""",235lbs.,--,Orthodox,"Jul10,1975",0.61,62%,2.77,40%,1.84,40%,16%,0.9
Kelly Dullanty,0,1,0,0,"5'8""",155lbs.,--,Orthodox,"Nov04,1977",0.00,0%,0.67,75%,0.00,0%,66%,0.0
Jutaro Nakao,2,2,0,0,"5'9""",170lbs.,--,Southpaw,"Nov30,1970",0.53,38%,1.06,44%,0.38,50%,56%,0.0
Kevin Randleman,8,12,0,0,"5'10""",205lbs.,--,Orthodox,"Aug10,1971",1.26,54%,1.12,57%,2.00,56%,30%,0.8
Chris Brennan,3,4,0,0,"5'8""",170lbs.,--,Orthodox,"Oct12,1971",0.60,40%,0.97,50%,0.00,0%,25%,2.1
Bobby Hoffman,0,2,1,0,"6'2""",245lbs.,--,Orthodox,"Oct28,1968",2.02,70%,1.32,19%,1.17,50%,0%,1.2
Homer Moore,0,1,0,0,"5'10""",205lbs.,--,Orthodox,"Nov27,1971",0.68,50%,0.68,0%,5.07,66%,0%,0.0
Roberto Traven,1,1,0,0,"6'3""",227lbs.,--,Orthodox,"Sep16,1968",0.92,50%,2.77,57%,0.00,0%,0%,0.0
Fabiano Iha,3,5,0,0,"5'8""",155lbs.,--,Orthodox,"Jul28,1970",1.73,47%,2.49,42%,2.88,40%,50%,2.9
Semmy Schilt,6,4,0,0,"6'10""",265lbs.,--,Orthodox,"Oct27,1973",1.20,50%,1.31,53%,0.00,0%,47%,1.1
Yuki Kondo,2,8,0,0,"5'11""",183lbs.,--,Southpaw,"Jul17,1975",1.14,42%,2.57,51%,0.76,41%,37%,0.5
Paul Rodriguez,0,3,0,0,"5'7""",155lbs.,--,Orthodox,--,0.84,100%,1.68,68%,0.00,0%,50%,0.0
Joey Gilbert,0,1,0,0,"5'11""",155lbs.,--,Orthodox,"Jun05,1976",0.61,42%,4.44,31%,0.00,0%,0%,0.0
Phil Johns,0,1,0,0,"5'2""",170lbs.,--,Southpaw,"Oct22,1968",1.20,66%,1.80,50%,0.00,0%,50%,0.0
Mark Robinson,0,0,1,0,"6'0""",265lbs.,--,Orthodox,--,0.00,0%,5.80,13%,0.00,0%,0%,0.0
Kenichi Yamamoto,2,4,0,0,"6'0""",170lbs.,--,Orthodox,"Jul11,1976",0.30,46%,1.93,38%,0.00,0%,10%,0.3
Yoji Anjo,0,4,0,0,"5'11""",205lbs.,--,Orthodox,"Mar28,1967",0.00,0%,3.13,25%,0.00,0%,0%,0.0
Daiju Takase,4,6,0,0,"6'0""",170lbs.,--,Southpaw,"Apr20,1978",0.49,30%,1.64,47%,0.84,17%,21%,1.2
Lance Gibson,1,1,0,0,"5'9""",185lbs.,--,Orthodox,"Nov20,1970",1.21,75%,6.44,20%,0.00,0%,0%,0.0
Maurice Smith,6,3,0,0,"6'2""",221lbs.,--,Orthodox,"Dec13,1961",0.41,46%,0.47,60%,0.89,50%,20%,0.9
Aaron Brink,1,1,1,0,"6'3""",205lbs.,--,Orthodox,"Nov12,1974",3.49,42%,5.71,57%,0.00,0%,0%,0.0
John Lewis,1,1,0,0,"6'0""",155lbs.,--,Southpaw,--,0.00,0%,4.00,66%,0.00,0%,0%,0.0
Mark Hughes,1,0,0,0,"5'9""",205lbs.,--,Southpaw,"Oct13,1973",0.90,47%,0.40,42%,3.00,50%,0%,4.5
Alex Stiebling,3,6,0,0,"6'2""",205lbs.,--,Southpaw,--,1.77,42%,1.45,52%,0.35,66%,66%,0.7
Ben Earwood,1,0,0,0,"5'8""",170lbs.,--,Orthodox,--,0.50,55%,0.20,33%,3.00,100%,0%,0.0
Dan Severn,10,4,0,1,"6'2""",250lbs.,--,Southpaw,"Jun08,1958",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Laverne Clark,4,2,0,0,"5'11""",170lbs.,--,Orthodox,"Dec02,1973",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Tedd Williams,1,1,0,0,"6'1""",275lbs.,--,Orthodox,"Dec19,1969",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Tim Lajcik,0,3,0,1,"6'1""",225lbs.,--,Orthodox,"Jun21,1965",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Brad Gumm,0,1,0,1,"5'11""",170lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
CJ Fernandes,0,0,0,1,"6'2""",170lbs.,--,,"Nov13,1977",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Tyrone Roberts,1,0,0,0,"5'9""",185lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
David Dodd,0,2,0,0,"6'2""",200lbs.,--,Orthodox,"Sep22,1973",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Amaury Bitetti,1,1,0,0,"5'9""",185lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Alex Andrade,0,2,0,0,"5'11""",200lbs.,--,Orthodox,"May14,1974",0.20,36%,2.60,53%,0.00,0%,25%,0.8
Marcelo Aguiar,0,1,0,0,"5'10""",170lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Joao Roque,1,1,0,0,"5'6""",155lbs.,--,Orthodox,"Jul22,1971",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Nate Schroeder,0,1,0,0,"6'1""",230lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Adrian Serrano,0,1,0,0,"5'8""",170lbs.,--,,"Dec23,1963",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Sanae Kikuta,4,2,0,1,"5'9""",200lbs.,--,Orthodox,"Sep10,1971",0.70,45%,0.90,52%,1.60,63%,25%,1.8
Ron Waterman,5,4,0,1,"6'2""",280lbs.,--,Orthodox,"Nov23,1965",0.84,50%,1.37,42%,4.19,69%,50%,2.8
Satoshi Honma,1,2,0,0,"6'1""",205lbs.,--,Orthodox,"May19,1968",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Ikuhisa Minowa,18,13,0,0,"5'9""",181lbs.,--,Orthodox,"Jan12,1976",0.88,40%,1.66,49%,1.82,41%,5%,1.9
Joe Slick,1,1,0,0,"6'0""",199lbs.,--,Orthodox,"Oct17,1977",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Steve Judson,0,2,0,0,"5'11""",230lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Jermaine Andre,2,1,0,0,"5'7""",200lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Bob Cook,1,0,0,0,"5'9""",170lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
David Velasquez,0,1,0,0,"5'5""",145lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Scott Adams,1,0,0,0,"6'0""",225lbs.,--,Southpaw,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Katsuhisa Fujii,2,2,0,0,"6'0""",205lbs.,--,Orthodox,"Aug15,1972",4.00,50%,4.43,64%,2.14,25%,50%,2.1
Jason DeLucia,2,2,0,0,"5'11""",190lbs.,--,Southpaw,"Jul24,1969",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Keiichiro Yamamiya,0,1,0,0,"5'11""",185lbs.,--,Southpaw,"Jul12,1972",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Masutatsu Yano,0,1,0,0,"5'9""",198lbs.,--,Orthodox,"Jul11,1975",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Frank Shamrock,8,3,0,0,"5'10""",185lbs.,--,Orthodox,"Dec08,1972",4.75,53%,4.66,57%,0.35,50%,37%,1.1
Jason Godsey,0,2,0,0,"6'2""",230lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Brad Kohler,1,1,0,0,"5'9""",220lbs.,--,Orthodox,"May26,1964",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Paul Jones,1,1,0,0,"5'9""",199lbs.,--,Orthodox,"Jun16,1963",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Valeri Ignatov,0,2,0,0,"5'9""",170lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Lowell Anderson,0,1,0,0,"5'6""",160lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Alfonso Alcarez,0,0,0,1,"5'3""",145lbs.,--,,"Jun10,1970",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Marco Ruas,5,3,0,0,"6'1""",210lbs.,--,Orthodox,"Jan23,1961",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Andre Pederneiras,0,1,0,0,"5'8""",155lbs.,--,Orthodox,"Mar22,1967",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Flavio Luiz Moura,0,2,0,0,"5'11""",183lbs.,--,OpenStance,--,0.67,16%,0.00,0%,0.00,0%,0%,0.0
Royce Alger,0,2,0,0,"5'10""",199lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Andre Roberts,2,1,0,0,"6'2""",345lbs.,--,Orthodox,"Feb24,1965",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Travis Fulton,1,2,0,0,"6'0""",240lbs.,--,Orthodox,"May29,1977",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Bas Rutten,3,0,0,0,"6'1""",205lbs.,--,Orthodox,"Feb24,1965",5.59,61%,2.06,79%,0.00,0%,0%,0.0
Tony Petarra,0,1,0,0,"5'11""",196lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Marcelo Mello,1,0,0,0,"5'7""",170lbs.,--,Southpaw,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
David Roberts,0,1,0,0,"6'1""",170lbs.,--,Orthodox,"Nov15,1975",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Chris Condo,0,1,0,0,"6'0""",335lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Guy Mezger,8,7,0,0,"6'1""",200lbs.,--,Orthodox,"Jan01,1968",2.30,32%,1.36,72%,0.39,50%,88%,0.0
Gary Goodridge,14,16,0,0,"6'3""",249lbs.,--,Orthodox,"Jan17,1966",1.84,56%,2.14,48%,0.40,100%,53%,0.8
Sione Latu,1,0,0,0,"6'0""",215lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Joey Roberts,0,1,0,0,"6'2""",200lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Jorge Patino,0,3,0,0,"5'8""",170lbs.,--,Orthodox,"Aug05,1973",1.33,30%,3.14,53%,0.54,25%,50%,0.0
Jerry Bohlander,5,2,0,0,"5'11""",199lbs.,--,Orthodox,"Feb12,1974",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Mikey Burnett,2,1,0,0,"5'6""",170lbs.,--,Orthodox,"Apr12,1974",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Townsend Saunders,0,2,0,0,"5'5""",170lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Darrel Gholar,0,1,0,0,"5'8""",194lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Frank Caracci,0,1,0,0,--,--,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
John Lober,0,1,0,0,"5'11""",199lbs.,--,Orthodox,"Feb26,1968",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Ebenezer Fontes Braga,2,3,0,0,"6'0""",199lbs.,--,Orthodox,"Apr14,1969",2.42,50%,0.42,71%,0.00,0%,90%,0.6
Tulio Palhares,1,0,0,0,--,180lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Adriano Santos,0,1,0,0,--,--,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Cesar Marscucci,1,0,0,0,--,--,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
